FY 2025 IPPS/LTCH PPS Final Rule: Hospital Readmissions Reduction Program Supplemental Data            ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hospital CNN,  Payment adjustment factor ,Payment reduction percentage,Dual proportion,Peer group assignment,Neutrality modifier ,Number of eligible discharges for AMI,ERR for AMI,Peer group median ERR for AMI,Penalty indicator for AMI,DRG payment ratio for AMI,Number of eligible discharges for COPD,ERR for COPD,Peer group median ERR for COPD,Penalty indicator for COPD,DRG payment ratio for COPD,Number of eligible discharges for HF,ERR for HF,Peer group median ERR for HF,Penalty indicator for HF,DRG payment ratio for HF,Number of eligible discharges for pneumonia,ERR for pneumonia,Peer group median ERR for pneumonia,Penalty indicator for pneumonia,DRG payment ratio for pneumonia,Number of eligible discharges for CABG,ERR for CABG,Peer group median ERR for CABG,Penalty indicator for CABG,DRG payment ratio for CABG,Number of eligible discharges for THA/TKA,ERR for THA/TKA,Peer group median ERR for THA/TKA,Penalty indicator for THA/TKA,DRG payment ratio for THA/TKA,
440030,0.9890,1.10%,0.2280,3,0.9652,50,1.0351,0.9958,Y,0.0128,128,1.0198,0.9924,Y,0.0206,183,1.0946,0.9955,Y,0.0342,235,1.1426,0.9912,Y,0.0458,,,0.9943,N,,16,1.0259,0.9963,N,0.0044,
440031,0.9994,0.06%,0.2257,3,0.9652,4,1.0329,0.9958,N,0.0015,55,0.9932,0.9924,Y,0.0189,138,1.0065,0.9955,Y,0.0520,153,0.9836,0.9912,N,0.0689,,,0.9943,N,,4,0.9871,0.9963,N,0.0023,
440032,1.0000,0.00%,0.2388,3,0.9652,2,0.9920,0.9958,N,0.0118,1,0.9981,0.9924,N,0.0052,14,1.0342,0.9955,N,0.0720,18,0.9803,0.9912,N,0.1179,,,0.9943,N,,,,0.9963,N,,
440033,1.0000,0.00%,0.3750,5,0.9652,3,1.0343,1.0014,N,0.0029,25,0.9651,1.0059,N,0.0307,38,1.0074,1.0188,N,0.0333,112,1.0080,1.0110,N,0.1201,,,1.0032,N,,,,0.9925,N,,
440034,0.9972,0.28%,0.1894,2,0.9652,118,0.9987,0.9956,Y,0.0258,125,1.0521,0.9942,Y,0.0124,393,1.0092,0.9875,Y,0.0461,283,0.9688,0.9895,N,0.0400,53,0.9656,0.9966,N,0.0247,80,1.0747,0.9888,Y,0.0124,
440035,0.9888,1.12%,0.1990,3,0.9652,135,0.9315,0.9958,N,0.0204,198,1.2506,0.9924,Y,0.0186,314,1.0115,0.9955,Y,0.0323,437,1.1028,0.9912,Y,0.0565,,,0.9943,N,,21,1.0780,0.9963,N,0.0037,
440039,0.9988,0.12%,0.1557,2,0.9652,323,1.0838,0.9956,Y,0.0138,148,0.9756,0.9942,N,0.0035,863,0.8911,0.9875,N,0.0179,400,0.9702,0.9895,N,0.0076,268,0.9658,0.9966,N,0.0175,316,0.7345,0.9888,N,0.0074,
440046,0.9997,0.03%,0.2004,3,0.9652,83,0.9461,0.9958,N,0.0204,66,1.0207,0.9924,Y,0.0111,245,0.8995,0.9955,N,0.0439,239,0.9444,0.9912,N,0.0508,1,1.0240,0.9943,N,0.0004,67,0.9814,0.9963,N,0.0173,
440048,0.9924,0.76%,0.1685,2,0.9652,294,0.9713,0.9956,N,0.0113,224,1.0885,0.9942,Y,0.0037,"1,328",1.1238,0.9875,Y,0.0280,"1,122",1.0949,0.9895,Y,0.0274,236,0.9074,0.9966,N,0.0191,132,1.2139,0.9888,Y,0.0035,
440049,0.9984,0.16%,0.2472,4,0.9652,419,1.0419,0.9972,Y,0.0160,291,0.9699,0.9969,N,0.0059,"1,318",0.9131,1.0032,N,0.0267,839,0.9337,1.0002,N,0.0203,156,1.0825,1.0061,Y,0.0122,723,0.8676,0.9901,N,0.0189,
440050,0.9893,1.07%,0.2370,3,0.9652,17,1.0134,0.9958,N,0.0036,66,1.0366,0.9924,Y,0.0141,149,1.1577,0.9955,Y,0.0343,201,1.0722,0.9912,Y,0.0607,,,0.9943,N,,17,1.0216,0.9963,N,0.0064,
440053,0.9955,0.45%,0.1630,2,0.9652,231,1.1334,0.9956,Y,0.0168,223,0.9948,0.9942,Y,0.0105,681,0.9668,0.9875,N,0.0366,802,0.9236,0.9895,N,0.0488,8,1.0676,0.9966,N,0.0018,125,1.2300,0.9888,Y,0.0097,
440056,0.9962,0.38%,0.2057,3,0.9652,5,1.0051,0.9958,N,0.0018,25,1.0000,0.9924,Y,0.0094,91,1.0993,0.9955,Y,0.0377,148,0.9413,0.9912,N,0.0767,,,0.9943,N,,15,0.9409,0.9963,N,0.0099,
440057,1.0000,0.00%,0.3064,4,0.9652,3,0.9932,0.9972,N,0.0024,5,0.9908,0.9969,N,0.0036,24,1.0627,1.0032,N,0.0190,58,0.9821,1.0002,N,0.0660,,,1.0061,N,,,,0.9901,N,,
440058,0.9938,0.62%,0.1978,3,0.9652,45,0.9068,0.9958,N,0.0247,58,0.9857,0.9924,N,0.0235,80,0.9867,0.9955,N,0.0342,174,1.0056,0.9912,Y,0.0760,,,0.9943,N,,56,1.1445,0.9963,Y,0.0357,
440059,0.9846,1.54%,0.2252,3,0.9652,359,1.0694,0.9958,Y,0.0330,261,1.0649,0.9924,Y,0.0127,742,1.0519,0.9955,Y,0.0386,867,1.1607,0.9912,Y,0.0494,101,1.1066,0.9943,Y,0.0185,49,0.9556,0.9963,N,0.0039,
440060,0.9998,0.02%,0.2195,3,0.9652,,,0.9958,N,,13,0.9970,0.9924,N,0.0157,20,1.0332,0.9955,N,0.0290,49,0.9933,0.9912,Y,0.0794,,,0.9943,N,,,,0.9963,N,,
440061,1.0000,0.00%,0.2833,4,0.9652,7,0.9932,0.9972,N,0.0051,38,0.9843,0.9969,N,0.0364,47,0.9787,1.0032,N,0.0463,54,0.9502,1.0002,N,0.0629,,,1.0061,N,,,,0.9901,N,,
440063,0.9889,1.11%,0.2189,3,0.9652,375,1.1385,0.9958,Y,0.0313,116,0.9976,0.9924,Y,0.0067,433,1.0386,0.9955,Y,0.0252,407,1.0831,0.9912,Y,0.0264,101,1.1728,0.9943,Y,0.0192,98,1.0022,0.9963,Y,0.0072,
440065,0.9968,0.32%,0.1834,2,0.9652,27,1.0028,0.9956,Y,0.0148,50,0.9950,0.9942,Y,0.0308,71,0.9851,0.9875,N,0.0329,175,1.0220,0.9895,Y,0.0884,,,0.9966,N,,45,0.9989,0.9888,Y,0.0329,
440068,0.9997,0.03%,0.2018,3,0.9652,7,0.9957,0.9958,N,0.0034,37,0.9772,0.9924,N,0.0170,66,1.0056,0.9955,Y,0.0314,118,0.9661,0.9912,N,0.0650,,,0.9943,N,,6,0.9763,0.9963,N,0.0061,
440072,0.9985,0.15%,0.3157,4,0.9652,6,0.9991,0.9972,N,0.0018,77,1.0276,0.9969,Y,0.0178,185,0.9451,1.0032,N,0.0512,227,1.0124,1.0002,Y,0.0783,,,1.0061,N,,,,0.9901,N,,
440073,0.9963,0.37%,0.1867,2,0.9652,200,1.0460,0.9956,Y,0.0220,155,1.0765,0.9942,Y,0.0098,628,0.9893,0.9875,Y,0.0443,531,0.9974,0.9895,Y,0.0421,,,0.9966,N,,136,1.0957,0.9888,Y,0.0140,
440081,1.0000,0.00%,0.1487,2,0.9652,3,0.9901,0.9956,N,0.0008,63,0.9241,0.9942,N,0.0183,140,0.9461,0.9875,N,0.0409,120,0.9608,0.9895,N,0.0438,,,0.9966,N,,17,0.9388,0.9888,N,0.0078,
440082,1.0000,0.00%,0.1363,1,0.9652,932,0.9746,0.9957,N,0.0393,231,1.0053,0.9940,Y,0.0042,"1,520",0.9807,0.9947,N,0.0372,822,0.8654,0.9944,N,0.0194,685,0.9299,0.9982,N,0.0526,377,0.9303,0.9913,N,0.0121,
440084,0.9942,0.58%,0.2300,3,0.9652,10,0.9698,0.9958,N,0.0066,53,1.0066,0.9924,Y,0.0285,58,1.0022,0.9955,Y,0.0330,146,1.0630,0.9912,Y,0.0745,,,0.9943,N,,,,0.9963,N,,
440091,0.9984,0.16%,0.1269,1,0.9652,495,0.8762,0.9957,N,0.0303,195,0.8678,0.9940,N,0.0066,971,0.8432,0.9947,N,0.0319,669,0.9090,0.9944,N,0.0256,241,1.0552,0.9982,Y,0.0288,342,0.6605,0.9913,N,0.0160,
440102,1.0000,0.00%,0.2294,3,0.9652,1,0.9967,0.9958,N,0.0007,31,0.9551,0.9924,N,0.0265,29,0.9917,0.9955,N,0.0257,73,0.9602,0.9912,N,0.0778,,,0.9943,N,,19,0.9512,0.9963,N,0.0279,
440104,0.9976,0.24%,0.1676,2,0.9652,223,1.0754,0.9956,Y,0.0171,115,0.9378,0.9942,N,0.0044,413,0.9055,0.9875,N,0.0170,372,0.8647,0.9895,N,0.0170,99,1.0727,0.9966,Y,0.0151,297,0.7427,0.9888,N,0.0175,
440109,0.9967,0.33%,0.3176,5,0.9652,6,0.9785,1.0014,N,0.0062,35,1.0070,1.0059,Y,0.0320,14,0.9914,1.0188,N,0.0114,91,1.0460,1.0110,Y,0.0975,,,1.0032,N,,,,0.9925,N,,
440110,0.9984,0.16%,0.1492,2,0.9652,4,1.0022,0.9956,N,0.0021,48,1.0011,0.9942,Y,0.0190,82,0.9984,0.9875,Y,0.0367,125,1.0070,0.9895,Y,0.0667,,,0.9966,N,,,,0.9888,N,,
440111,1.0000,0.00%,0.4929,5,0.9652,1,0.9957,1.0014,N,0.0030,1,1.0146,1.0059,N,0.0046,10,1.0134,1.0188,N,0.0244,6,1.0087,1.0110,N,0.0158,,,1.0032,N,,,,0.9925,N,,
440120,0.9946,0.54%,0.1643,2,0.9652,339,0.9741,0.9956,N,0.0434,72,1.0022,0.9942,Y,0.0051,491,0.9721,0.9875,N,0.0380,442,1.0110,0.9895,Y,0.0406,139,1.1270,0.9966,Y,0.0358,81,0.9888,0.9888,N,0.0080,
440125,0.9939,0.61%,0.2005,3,0.9652,131,1.0158,0.9958,Y,0.0182,166,1.1436,0.9924,Y,0.0108,260,1.0444,0.9955,Y,0.0187,266,1.0831,0.9912,Y,0.0220,56,1.0044,0.9943,Y,0.0164,114,1.1060,0.9963,Y,0.0111,
440130,1.0000,0.00%,0.1945,3,0.9652,3,0.9865,0.9958,N,0.0013,35,0.9715,0.9924,N,0.0130,124,0.9321,0.9955,N,0.0495,113,0.9529,0.9912,N,0.0532,,,0.9943,N,,10,0.9534,0.9963,N,0.0061,
440131,0.9998,0.02%,0.2187,3,0.9652,3,0.9880,0.9958,N,0.0021,52,0.9982,0.9924,Y,0.0366,73,0.9848,0.9955,N,0.0541,114,0.9839,0.9912,N,0.1159,,,0.9943,N,,,,0.9963,N,,
440132,0.9996,0.04%,0.1780,2,0.9652,10,1.0278,0.9956,N,0.0037,96,1.0013,0.9942,Y,0.0317,99,0.9920,0.9875,Y,0.0321,160,0.9108,0.9895,N,0.0656,,,0.9966,N,,16,0.9415,0.9888,N,0.0090,
440137,1.0000,0.00%,0.2175,3,0.9652,3,0.9875,0.9958,N,0.0024,24,0.9966,0.9924,N,0.0193,68,0.9775,0.9955,N,0.0608,79,0.9406,0.9912,N,0.0814,,,0.9943,N,,4,0.9835,0.9963,N,0.0064,
440144,0.9991,0.09%,0.1770,2,0.9652,73,0.9729,0.9956,N,0.0222,58,0.9971,0.9942,Y,0.0130,227,0.9727,0.9875,N,0.0618,168,1.0067,0.9895,Y,0.0543,,,0.9966,N,,13,0.9600,0.9888,N,0.0048,
440148,1.0000,0.00%,0.2387,3,0.9652,1,0.9981,0.9958,N,0.0032,13,0.9668,0.9924,N,0.0288,16,0.9728,0.9955,N,0.0392,34,0.9871,0.9912,N,0.0922,,,0.9943,N,,,,0.9963,N,,
440150,0.9953,0.47%,0.1484,2,0.9652,124,1.0653,0.9956,Y,0.0143,100,1.0976,0.9942,Y,0.0080,388,1.0709,0.9875,Y,0.0364,407,0.9658,0.9895,N,0.0430,2,0.9912,0.9966,N,0.0008,69,0.9349,0.9888,N,0.0088,
440151,0.9991,0.09%,0.2484,4,0.9652,2,0.9918,0.9972,N,0.0006,55,0.9331,0.9969,N,0.0241,127,1.0202,1.0032,Y,0.0572,174,0.9610,1.0002,N,0.0886,,,1.0061,N,,5,0.9833,0.9901,N,0.0036,
440152,1.0000,0.00%,0.3683,5,0.9652,3,0.9937,1.0014,N,0.0006,5,0.9861,1.0059,N,0.0009,10,0.9891,1.0188,N,0.0025,18,0.9654,1.0110,N,0.0062,,,1.0032,N,,,,0.9925,N,,
440153,1.0000,0.00%,0.2594,4,0.9652,4,1.0095,0.9972,N,0.0025,22,0.9869,0.9969,N,0.0138,67,0.9635,1.0032,N,0.0432,108,0.9776,1.0002,N,0.0850,,,1.0061,N,,,,0.9901,N,,
440156,0.9987,0.13%,0.2022,3,0.9652,213,0.9983,0.9958,Y,0.0244,92,1.0549,0.9924,Y,0.0050,437,0.9995,0.9955,Y,0.0313,418,0.9545,0.9912,N,0.0323,62,1.0411,0.9943,Y,0.0191,307,0.9828,0.9963,N,0.0279,
440161,0.9973,0.27%,0.1614,2,0.9652,450,0.9243,0.9956,N,0.0388,74,1.0047,0.9942,Y,0.0022,659,0.9492,0.9875,N,0.0295,340,1.1172,0.9895,Y,0.0141,301,1.0226,0.9966,Y,0.0384,310,0.7946,0.9888,N,0.0146,
440173,0.9838,1.62%,0.1242,1,0.9652,356,1.0914,0.9957,Y,0.0339,170,0.9960,0.9940,Y,0.0064,550,1.0057,0.9947,Y,0.0249,376,1.0176,0.9944,Y,0.0182,210,1.0515,0.9982,Y,0.0355,506,1.3446,0.9913,Y,0.0310,
440175,0.9995,0.05%,0.2377,3,0.9652,2,0.9927,0.9958,N,0.0007,45,0.9932,0.9924,Y,0.0225,72,1.0086,0.9955,Y,0.0394,171,0.9308,0.9912,N,0.1040,,,0.9943,N,,3,0.9909,0.9963,N,0.0026,
440176,0.9939,0.61%,0.1956,3,0.9652,1,0.9982,0.9958,N,0.0008,16,1.0148,0.9924,N,0.0149,20,0.9927,0.9955,N,0.0222,70,1.0615,0.9912,Y,0.0895,,,0.9943,N,,,,0.9963,N,,
440183,0.9965,0.35%,0.2697,4,0.9652,83,1.0078,0.9972,Y,0.0222,41,0.9337,0.9969,N,0.0044,188,1.0116,1.0032,Y,0.0217,167,0.9374,1.0002,N,0.0224,80,1.0847,1.0061,Y,0.0404,115,0.9554,0.9901,N,0.0177,
440184,0.9976,0.24%,0.1664,2,0.9652,5,0.9856,0.9956,N,0.0011,38,0.9942,0.9942,N,0.0082,86,1.0094,0.9875,Y,0.0244,158,1.0257,0.9895,Y,0.0530,,,0.9966,N,,,,0.9888,N,,
440185,0.9926,0.74%,0.2231,3,0.9652,144,1.0117,0.9958,Y,0.0270,106,1.0367,0.9924,Y,0.0145,315,1.1196,0.9955,Y,0.0430,317,0.9580,0.9912,N,0.0486,,,0.9943,N,,35,1.1803,0.9963,Y,0.0069,
440187,0.9968,0.32%,0.3400,5,0.9652,6,0.9791,1.0014,N,0.0042,35,1.0338,1.0059,Y,0.0195,95,1.0316,1.0188,Y,0.0551,124,1.0337,1.0110,Y,0.0905,,,1.0032,N,,,,0.9925,N,,
440192,0.9996,0.04%,0.2827,4,0.9652,,,0.9972,N,,23,1.0230,0.9969,N,0.0511,13,1.0164,1.0032,N,0.0279,53,1.0037,1.0002,Y,0.1255,,,1.0061,N,,,,0.9901,N,,
440193,0.9950,0.50%,0.1761,2,0.9652,32,0.9803,0.9956,N,0.0077,102,0.9676,0.9942,N,0.0179,170,0.9667,0.9875,N,0.0361,226,1.0639,0.9895,Y,0.0523,,,0.9966,N,,48,1.0782,0.9888,Y,0.0150,
440194,0.9972,0.28%,0.1291,1,0.9652,93,0.9650,0.9957,N,0.0182,66,1.0052,0.9940,Y,0.0092,213,1.0457,0.9947,Y,0.0319,328,1.0103,0.9944,Y,0.0603,1,1.0301,0.9982,N,0.0006,37,1.0155,0.9913,Y,0.0082,
440197,0.9992,0.08%,0.2225,3,0.9652,30,0.9271,0.9958,N,0.0087,21,0.9921,0.9924,N,0.0048,122,1.0220,0.9955,Y,0.0299,119,0.9475,0.9912,N,0.0370,,,0.9943,N,,20,0.9867,0.9963,N,0.0068,
440200,0.9992,0.08%,0.3535,5,0.9652,,,1.0014,N,,6,1.0200,1.0059,N,0.0181,10,0.9762,1.0188,N,0.0356,29,1.0182,1.0110,Y,0.1112,,,1.0032,N,,,,0.9925,N,,
440218,1.0000,0.00%,0.0257,1,0.9652,,,0.9957,N,,,,0.9940,N,,,,0.9947,N,,,,0.9944,N,,,,0.9982,N,,31,0.9263,0.9913,N,0.0137,
440227,0.9937,0.63%,0.1734,2,0.9652,56,1.0256,0.9956,Y,0.0141,46,1.0396,0.9942,Y,0.0079,157,1.0368,0.9875,Y,0.0325,167,1.0940,0.9895,Y,0.0401,,,0.9966,N,,15,1.0049,0.9888,N,0.0045,
440228,0.9982,0.18%,0.1768,2,0.9652,113,0.8588,0.9956,N,0.0208,109,0.9713,0.9942,N,0.0139,310,1.0398,0.9875,Y,0.0363,320,0.8607,0.9895,N,0.0530,,,0.9966,N,,7,0.9632,0.9888,N,0.0016,
450002,0.9984,0.16%,0.2564,4,0.9652,32,1.0316,0.9972,Y,0.0099,22,1.0237,0.9969,N,0.0045,72,1.0363,1.0032,Y,0.0172,95,0.9927,1.0002,N,0.0254,,,1.0061,N,,25,1.0793,0.9901,Y,0.0085,
450007,0.9997,0.03%,0.0953,1,0.9652,139,0.9734,0.9957,N,0.0316,78,0.9823,0.9940,N,0.0110,225,0.9777,0.9947,N,0.0344,219,1.0045,0.9944,Y,0.0356,,,0.9982,N,,59,0.9113,0.9913,N,0.0141,
450010,0.9970,0.30%,0.1770,2,0.9652,280,1.0233,0.9956,Y,0.0215,260,1.0010,0.9942,Y,0.0117,682,1.0409,0.9875,Y,0.0330,"1,014",0.9090,0.9895,N,0.0546,97,1.0305,0.9966,Y,0.0189,236,0.9178,0.9888,N,0.0171,
450011,0.9947,0.53%,0.1499,2,0.9652,174,1.0242,0.9956,Y,0.0181,132,1.0914,0.9942,Y,0.0069,669,1.0362,0.9875,Y,0.0391,497,0.9125,0.9895,N,0.0367,120,1.1000,0.9966,Y,0.0231,197,0.7741,0.9888,N,0.0152,
450015,0.9997,0.03%,0.2777,4,0.9652,35,1.0378,0.9972,Y,0.0056,47,1.0158,0.9969,Y,0.0047,262,0.9175,1.0032,N,0.0266,89,0.9986,1.0002,N,0.0106,,,1.0061,N,,5,0.9764,0.9901,N,0.0008,
450018,0.9867,1.33%,0.1450,1,0.9652,282,1.2366,0.9957,Y,0.0206,191,1.0674,0.9940,Y,0.0079,"1,047",1.1280,0.9947,Y,0.0504,496,1.0287,0.9944,Y,0.0254,94,1.0438,0.9982,Y,0.0149,19,0.9949,0.9913,N,0.0014,
450021,0.9965,0.35%,0.1674,2,0.9652,59,1.0211,0.9956,Y,0.0048,162,0.9696,0.9942,N,0.0047,615,0.8795,0.9875,N,0.0145,541,0.9814,0.9895,N,0.0178,216,1.1554,0.9966,Y,0.0221,75,0.9721,0.9888,N,0.0027,
450023,0.9972,0.28%,0.1210,1,0.9652,150,0.9917,0.9957,N,0.0346,72,0.9827,0.9940,N,0.0083,325,1.0025,0.9947,Y,0.0488,250,1.0592,0.9944,Y,0.0381,26,0.9827,0.9982,N,0.0158,5,0.9715,0.9913,N,0.0010,
450024,0.9985,0.15%,0.2610,4,0.9652,39,1.0274,0.9972,Y,0.0073,22,0.9829,0.9969,N,0.0034,80,1.0420,1.0032,Y,0.0108,66,1.0789,1.0002,Y,0.0115,1,0.9966,1.0061,N,0.0008,1,0.9975,0.9901,N,0.0002,
450028,0.9982,0.18%,0.4038,5,0.9652,82,0.9626,1.0014,N,0.0265,27,0.9812,1.0059,N,0.0039,145,1.0860,1.0188,Y,0.0285,169,0.9258,1.0110,N,0.0357,22,0.9438,1.0032,N,0.0160,4,0.9812,0.9925,N,0.0009,
450029,0.9996,0.04%,0.3512,5,0.9652,84,1.0064,1.0014,Y,0.0101,52,0.9908,1.0059,N,0.0041,307,1.0291,1.0188,Y,0.0302,287,0.9220,1.0110,N,0.0403,6,1.0056,1.0032,N,0.0022,20,0.9826,0.9925,N,0.0027,
450032,0.9902,0.98%,0.1954,3,0.9652,249,1.1410,0.9958,Y,0.0281,253,1.0195,0.9924,Y,0.0145,513,1.0924,0.9955,Y,0.0307,859,1.0277,0.9912,Y,0.0631,47,1.0248,0.9943,Y,0.0118,8,0.9774,0.9963,N,0.0007,
450033,0.9951,0.49%,0.3120,4,0.9652,101,1.0156,0.9972,Y,0.0162,48,0.9881,0.9969,N,0.0041,251,0.9363,1.0032,N,0.0227,337,1.1191,1.0002,Y,0.0400,18,1.0095,1.0061,N,0.0082,25,0.9646,0.9901,N,0.0032,
450034,0.9965,0.35%,0.1629,2,0.9652,223,1.0693,0.9956,Y,0.0279,137,0.9440,0.9942,N,0.0106,457,0.9435,0.9875,N,0.0336,317,1.0316,0.9895,Y,0.0257,90,1.0141,0.9966,Y,0.0260,35,0.8818,0.9888,N,0.0036,
450035,0.9989,0.11%,0.2760,4,0.9652,21,0.9989,0.9972,N,0.0167,26,1.0999,0.9969,Y,0.0113,58,0.9429,1.0032,N,0.0237,44,0.9761,1.0002,N,0.0257,11,1.0569,1.0061,N,0.0173,7,0.9723,0.9901,N,0.0039,
450039,1.0000,0.00%,0.2878,4,0.9652,15,1.0118,0.9972,N,0.0039,43,0.9716,0.9969,N,0.0055,178,0.9844,1.0032,N,0.0229,108,0.9860,1.0002,N,0.0166,13,0.9560,1.0061,N,0.0052,,,0.9901,N,,
450040,0.9998,0.02%,0.1637,2,0.9652,261,0.9139,0.9956,N,0.0193,117,1.0074,0.9942,Y,0.0056,501,0.8832,0.9875,N,0.0246,613,0.8337,0.9895,N,0.0360,52,1.0082,0.9966,Y,0.0088,25,0.9863,0.9888,N,0.0017,
450042,0.9979,0.21%,0.1668,2,0.9652,239,0.9768,0.9956,N,0.0286,160,1.0909,0.9942,Y,0.0105,588,1.0176,0.9875,Y,0.0392,413,0.9310,0.9895,N,0.0315,77,0.9567,0.9966,N,0.0184,141,0.9600,0.9888,N,0.0125,
450044,0.9980,0.20%,0.1108,1,0.9652,125,1.0709,0.9957,Y,0.0057,138,1.0683,0.9940,Y,0.0047,631,0.9875,0.9947,N,0.0163,514,1.0762,0.9944,Y,0.0144,64,1.0129,0.9982,Y,0.0064,76,0.9008,0.9913,N,0.0022,
450046,0.9995,0.05%,0.2244,3,0.9652,271,0.9826,0.9958,N,0.0218,88,0.8961,0.9924,N,0.0054,333,0.9119,0.9955,N,0.0192,392,0.9092,0.9912,N,0.0267,75,1.0227,0.9943,Y,0.0176,23,1.0483,0.9963,N,0.0018,
450051,0.9997,0.03%,0.1981,3,0.9652,55,0.9825,0.9958,N,0.0105,66,1.0576,0.9924,Y,0.0052,155,0.9932,0.9955,N,0.0144,97,0.9495,0.9912,N,0.0123,32,0.9185,0.9943,N,0.0099,2,0.9945,0.9963,N,0.0002,
450054,0.9955,0.45%,0.1387,1,0.9652,226,1.0316,0.9957,Y,0.0159,183,0.9490,0.9940,N,0.0060,622,1.0593,0.9947,Y,0.0224,529,0.8459,0.9944,N,0.0213,98,1.1100,0.9982,Y,0.0139,185,1.1164,0.9913,Y,0.0088,
450055,0.9990,0.10%,0.2156,3,0.9652,3,0.9909,0.9958,N,0.0032,26,0.9781,0.9924,N,0.0248,18,0.9671,0.9955,N,0.0216,67,1.0045,0.9912,Y,0.0777,,,0.9943,N,,9,1.0496,0.9963,N,0.0161,
450056,0.9965,0.35%,0.1098,1,0.9652,149,1.0289,0.9957,Y,0.0201,70,0.9524,0.9940,N,0.0049,384,0.9796,0.9947,N,0.0274,334,1.1039,0.9944,Y,0.0267,61,0.9355,0.9982,N,0.0144,115,0.9764,0.9913,N,0.0098,
450058,0.9971,0.29%,0.1831,2,0.9652,364,1.0352,0.9956,Y,0.0188,180,0.8793,0.9942,N,0.0051,898,0.9026,0.9875,N,0.0256,717,1.0134,0.9895,Y,0.0242,159,0.9714,0.9966,N,0.0170,214,1.2010,0.9888,Y,0.0079,
450064,0.9953,0.47%,0.1559,2,0.9652,23,1.0333,0.9956,N,0.0049,88,1.0814,0.9942,Y,0.0096,206,0.9305,0.9875,N,0.0250,348,1.0738,0.9895,Y,0.0480,,,0.9966,N,,10,0.9516,0.9888,N,0.0017,
450068,0.9999,0.01%,0.1490,2,0.9652,250,0.9075,0.9956,N,0.0184,71,1.0250,0.9942,Y,0.0028,449,0.8956,0.9875,N,0.0173,308,0.9747,0.9895,N,0.0127,99,0.9758,0.9966,N,0.0124,20,0.9757,0.9888,N,0.0008,
450072,0.9881,1.19%,0.1481,2,0.9652,35,0.9874,0.9956,N,0.0140,72,1.0256,0.9942,Y,0.0206,198,1.1250,0.9875,Y,0.0666,142,1.0397,0.9895,Y,0.0503,,,0.9966,N,,7,0.9741,0.9888,N,0.0035,
450079,0.9909,0.91%,0.1608,2,0.9652,68,0.9720,0.9956,N,0.0111,96,0.9409,0.9942,N,0.0106,293,1.1633,0.9875,Y,0.0347,238,1.0815,0.9895,Y,0.0364,,,0.9966,N,,4,1.0649,0.9888,N,0.0008,
450080,0.9991,0.09%,0.1986,3,0.9652,50,0.9146,0.9958,N,0.0253,67,0.9590,0.9924,N,0.0205,111,1.0206,0.9955,Y,0.0368,166,0.9712,0.9912,N,0.0637,,,0.9943,N,,22,0.9843,0.9963,N,0.0114,
450082,0.9991,0.09%,0.2983,4,0.9652,3,0.9922,0.9972,N,0.0026,20,1.0076,0.9969,N,0.0182,40,0.9668,1.0032,N,0.0358,50,1.0162,1.0002,Y,0.0569,,,1.0061,N,,,,0.9901,N,,
450083,0.9861,1.39%,0.1592,2,0.9652,435,1.2071,0.9956,Y,0.0320,196,1.1116,0.9942,Y,0.0082,592,1.0477,0.9875,Y,0.0235,565,1.0492,0.9895,Y,0.0258,183,1.1436,0.9966,Y,0.0254,348,0.9738,0.9888,N,0.0191,
450087,0.9906,0.94%,0.1642,2,0.9652,83,1.0315,0.9956,Y,0.0221,64,1.0552,0.9942,Y,0.0091,228,1.1306,0.9875,Y,0.0397,255,1.0473,0.9895,Y,0.0466,29,0.9585,0.9966,N,0.0180,9,0.9726,0.9888,N,0.0018,
450090,0.9939,0.61%,0.1877,2,0.9652,12,1.0023,0.9956,N,0.0060,47,0.9512,0.9942,N,0.0273,57,0.9669,0.9875,N,0.0304,124,1.0699,0.9895,Y,0.0763,,,0.9966,N,,26,0.9971,0.9888,Y,0.0219,
450092,1.0000,0.00%,0.4475,5,0.9652,13,0.9778,1.0014,N,0.0046,13,0.9924,1.0059,N,0.0043,54,1.0059,1.0188,N,0.0186,120,0.9574,1.0110,N,0.0573,,,1.0032,N,,,,0.9925,N,,
450097,0.9993,0.07%,0.2329,3,0.9652,41,1.0065,0.9958,Y,0.0157,40,0.9784,0.9924,N,0.0081,123,1.0155,0.9955,Y,0.0253,119,0.9554,0.9912,N,0.0310,11,0.9604,0.9943,N,0.0063,19,0.9922,0.9963,N,0.0045,
450101,0.9993,0.07%,0.1600,2,0.9652,112,1.0063,0.9956,Y,0.0150,106,0.9710,0.9942,N,0.0092,269,0.9784,0.9875,N,0.0243,295,1.0059,0.9895,Y,0.0333,6,0.9851,0.9966,N,0.0026,165,0.9575,0.9888,N,0.0217,
450102,0.9982,0.18%,0.1333,1,0.9652,465,0.8678,0.9957,N,0.0261,242,0.9316,0.9940,N,0.0070,869,1.0620,0.9947,Y,0.0273,"1,011",0.9521,0.9944,N,0.0342,285,0.7443,0.9982,N,0.0315,87,0.9385,0.9913,N,0.0042,
